document;siape;das;context
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 58;;;Nº 58 - Dispensar o servidor RAIMUNDO DA ROCHA, Matrícula SIAPE nº XX651XX, do encargo de substituto eventual do Coordenador de Gestão de Dados e de Conhecimento - COGDC, código FCE 1.10, da Coordenação-Geral de Ciência de Dados e Tecnologia da Informação - CGDTI, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 59;;;Nº 59 - Designar o servidor RAIMUNDO DA ROCHA, Matrícula SIAPE nº XX651XX, para o encargo de substituto eventual do Chefe de Gabinete, código CCE 1.13, da Presidência, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIAS IPEA DE 3 DE MARÇO DE 2023Nº 52;;;Nº 52 - Dispensar o servidor OSMAR GOMES DE MESQUITA, Matrícula SIAPE nº XX769XX, da função comissionada de Coordenador de Capacitação e Desenvolvimento de Pessoas - CODEP, código FCE 1.10, da Coordenação-Geral de Gestão de Pessoas - CGPES, da Diretoria de Desenvolvimento Institucional - DIDES, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 3 DE MARÇO DE 2023Nº 53;;;Nº 53 - Designar o servidor LUCAS BENEVIDES DIAS, Matrícula SIAPE nº XX989XX, para exercer a função comissionada de Coordenador de Capacitação e Desenvolvimento de Pessoas - CODEP, código FCE 1.10, da Coordenação-Geral de Gestão de Pessoas - CGPES, da Diretoria de Desenvolvimento Institucional - DIDES, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 60;;;Nº 60 - Dispensar o servidor PEDRO CARVALHO DE MIRANDA, Matrícula SIAPE nº XX361XX, do encargo de substituto eventual do Coordenador de Ciência, Tecnologia e Inovação - COCTI, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 61;;;Nº 61 - Designar a servidora GRAZIELA FERRERO ZUCOLOTO, Matrícula SIAPE nº XX675XX, para o encargo de substituto eventual do Coordenador de Ciência, Tecnologia e Inovação - COCTI, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos do titular.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 62;;;Nº 62 - Dispensar a servidora FERNANDA DE NEGRI, Matrícula SIAPE nº XX598XX, da Função Comissionada de Coordenadora de Ciência, Tecnologia e Inovação - COCTI, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 63;;;Nº 63 - Dispensar o servidor JOSE MAURO DE MORAIS, Matrícula SIAPE nº XX282XX, do encargo de substituto eventual do Coordenador de Produtividade, Concorrência e Tibutação - COPET, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 64;;;Nº 64 - Designar o servidor MARCOS DANTAS HECKSHER, Matrícula SIAPE nº XX827XX, para o encargo de substituto eventual do Coordenador de Produtividade, Concorrência e Tibutação - COPET, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos do titular.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 65;;;Nº 65 - Dispensar o servidor BRUNO CESAR PINO OLIVEIRA DE ARAUJO, Matrícula SIAPE nº XX728XX, da Função Comissionada de Coordenador de Produtividade, Concorrência e Tibutação - COPET, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 66;;;Nº 66 - Dispensar o servidor BERNARDO ALVES FURTADO, Matrícula SIAPE nº XX028XX, do encargo de substituto eventual do Coordenador de Financiamento e Investimento - COFII, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 67;;;Nº 67 - Designar o servidor BRUNO CESAR PINO OLIVEIRA DE ARAUJO, Matrícula SIAPE nº XX728XX, para o encargo de substituto eventual do Coordenador de Financiamento e Investimento - COFII, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos do titular.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 68;;;Nº 68 - Dispensar o servidor NAPOLEAO LUIZ COSTA DA SILVA, Matrícula SIAPE nº XX030XX, da Função Comissionada de Coordenador de Financiamento e Investimento - COFII, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 69;;;Nº 69 - Dispensar o servidor RAFAEL DA SILVEIRA SOARES LEAO, Matrícula SIAPE nº XX829XX, da Função Comissionada de Coordenador de Cadeias Produtivas e Micro e Pequenas Empresas - COCAM, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 70;;;Nº 70 - Designar o servidor MAURO SANTOS SILVA, Matrícula SIAPE nº XX547XX, para, excepcionalmente, em virtude de ausência do titular e do substituto, responder pelas atribuições da Função Comissionada de Coordenador-de Infraestrutura Econômica e Regulação - COINF, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET do Instituto de Pesquisa Econômica Aplicada - IPEA, no período de 07 de março de 2023 a 06 de abril de 2023.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 71;;;Nº 71 - Designar o servidor ANTONIO ERNESTO LASSANCE DE ALBUQUERQUE JUNIOR, Matrícula SIAPE nº XX675XX, para, excepcionalmente, em virtude de ausência do titular e do substituto, responder pelas atribuições da Função Comissionada de Coordenador-Geral de Imprensa e Comunicação Social - CGCOM, código FCE 1.13, do Gabinete da Presidência do Instituto de Pesquisa Econômica Aplicada - IPEA, no período de 07 de março de 2023 a 06 de abril de 2023.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 72;;;Nº 72 - Designar o servidor HELDER ROGERIO SANT ANA FERREIRA, Matrícula SIAPE nº XX597XX, para, excepcionalmente, em virtude de ausência do titular e do substituto, responder pelas atribuições de Cargo Comissionado de Coordenador-Geral de Planejamento e Articulação Institucional - CGPLA, código CCE 1.13, do Gabinete da Presidência do Instituto de Pesquisa Econômica Aplicada - IPEA, no período de 07 de março de 2023 a 06 de abril de 2023.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 73;;;Nº 73 - Dispensar o servidor BERNARDO ABREU DE MEDEIROS, Matrícula SIAPE nº XX340XX, do encargo de substituto eventual do Coordenador-Geral de Estudos e Políticas do Estado, das Instituições e da Democracia - CGEST, código FCE 1.13, da Diretoria de Estudos e Políticas do Estado, das Instituições e da Democracia - DIEST do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 74;;;Nº 74 - Designar a servidora NATÁLIA MASSACO KOGA, Matrícula SIAPE nº XX594XX, para, excepcionalmente, em virtude de ausência do titular e do substituto, responder pelas atribuições da Função Comissionada de Coordenador-Geral de Estudos e Políticas do Estado, das Instituições e da Democracia - CGEST, código FCE 1.13, da Diretoria de Estudos e Políticas do Estado, das Instituições e da Democracia - DIEST do Instituto de Pesquisa Econômica Aplicada - IPEA, no período de 07 de março de 2023 a 06 de abril de 2023.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 75;;;Nº 75 - Dispensar o servidor ESTEVAO KOPSCHITZ XAVIER BASTOS, Matrícula SIAPE nº XX598XX, do encargo de substituto eventual do Coordenador-Geral de Estudos e Políticas Macroeconômicas - CGMAC, código FCE 1.13, da Diretoria de Estudos e Políticas Macroeconômicas - DIMAC do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 76;;;Nº 76 - Designar a servidora MONICA MORA Y ARAUJO DE COUTO E SILVA PESSOA, Matrícula SIAPE nº XX820XX, para, excepcionalmente, em virtude de ausência do titular e do substituto, responder pelas atribuições da Função Comissionada de Coordenador-Geral de Estudos e Políticas Macroeconômicas - CGMAC, código FCE 1.13, da Diretoria de Estudos e Políticas Macroeconômicas - DIMAC do Instituto de Pesquisa Econômica Aplicada - IPEA, no período de 07 de março de 2023 a 06 de abril de 2023.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 77;;;Nº 77 - Dispensar o servidor RENATO COELHO BAUMANN DAS NEVES, Matrícula SIAPE nº XX039XX, do encargo de substituto eventual do Coordenador-Geral de Estudos Internacionais - CGINT, código FCE 1.13, da Diretoria de Estudos Internacionais - DINTE do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 78;;;Nº 78 - Designar o servidor JOSE EDUARDO MALTA DE SA BRANDAO, Matrícula SIAPE nº XX719XX, para, excepcionalmente, em virtude de ausência do titular e do substituto, responder pelas atribuições da Função Comissionada de Coordenador-Geral de Estudos Internacionais - CGINT, código FCE 1.13, da Diretoria de Estudos Internacionais - DINTE do Instituto de Pesquisa Econômica Aplicada - IPEA, no período de 07 de março de 2023 a 06 de abril de 2023.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 79;;;Nº 79 - Dispensar o servidor JOSE EUSTAQUIO RIBEIRO VIEIRA FILHO, Matrícula SIAPE nº XX029XX, do encargo de substituto eventual do Coordenador-Geral de Estudos e Políticas Regionais, Urbanas e Ambientais - CGRUR, código FCE 1.13, da Diretoria de Estudos e Políticas Regionais, Urbanas e Ambientais - DIRUR do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 80;;;Nº 80 - Designar a servidora VANESSA GAPRIOTTI NADALIN, Matrícula SIAPE nº XX044XX, para, excepcionalmente, em virtude de ausência do titular e do substituto, responder pelas atribuições da Função Comissionada de Coordenador-Geral de Estudos e Políticas Regionais, Urbanas e Ambientais - CGRUR, código FCE 1.13, da Diretoria de Estudos e Políticas Regionais, Urbanas e Ambientais - DIRUR do Instituto de Pesquisa Econômica Aplicada - IPEA, no período de 07 de março de 2023 a 06 de abril de 2023.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 81;;;Nº 81 - Dispensar o servidor RAFAEL DA SILVEIRA SOARES LEAO, Matrícula SIAPE nº XX829XX, do encargo de substituto eventual do Coordenador-Geral de Estudos e Politicas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, código FCE 1.13, da Diretoria de Estudos e Politicas Setoriais, de Inovação, Regulação e Infraestrutura - DISET do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 82;;;Nº 82 - Designar o servidor PEDRO CARVALHO DE MIRANDA, Matrícula SIAPE nº XX361XX, para, excepcionalmente, em virtude de ausência do titular e do substituto, responder pelas atribuições da Função Comissionada de Coordenador-Geral de Estudos e Politicas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, código FCE 1.13, da Diretoria de Estudos e Politicas Setoriais, de Inovação, Regulação e Infraestrutura - DISET do Instituto de Pesquisa Econômica Aplicada - IPEA, no período de 07 de março de 2023 a 06 de abril de 2023.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 83;;;Nº 83 - Dispensar o servidor FREDERICO AUGUSTO BARBOSA DA SILVA, Matrícula SIAPE nº XX219XX, do encargo de substituto eventual do Coordenador-Geral de Estudos e Políticas Sociais - CGSOC, código FCE 1.13, da Diretoria de Estudos e Políticas Sociais - DISOC do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 6 DE MARÇO DE 2023Nº 84;;;Nº 84 - Designar o servidor RAFAEL GUERREIRO OSORIO, Matrícula SIAPE nº XX393XX, para, excepcionalmente, em virtude de ausência do titular e do substituto, responder pelas atribuições da Função Comissionada de Coordenador-Geral de Estudos e Políticas Sociais - CGSOC, código FCE 1.13, da Diretoria de Estudos e Políticas Sociais - DISOC do Instituto de Pesquisa Econômica Aplicada - IPEA, no período de 07 de março de 2023 a 06 de abril de 2023..
RETIFICAÇÃO ;;;"onde se lê: ""...Coordenador de Gestão de Informações e de Estudos Especiais em Macroeconomia - COGIE, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Macroeconômicas - CGMAC, da Diretoria de Estudos e Políticas Macroeconômicas - DIMAC"";"
PORTARIAS IPEA DE 8 DE MARÇO DE 2023Nº 88;;;Nº 88 - Designar o servidor FERNANDO JOSE DA SILVA PAIVA RIBEIRO, Matrícula SIAPE nº XX009XX, para, excepcionalmente, em virtude de ausência do titular e do substituto, responder pelas atribuições da Função Comissionada de Coordenador de Estudos em Comércio Internacional - COECI, código FCE 1.10, da Coordenação-Geral de Estudos Internacionais - CGINT, da Diretoria de Estudos Internacionais - DINTE do Instituto de Pesquisa Econômica Aplicada - IPEA, no período de 09 de março de 2023 a 08 de abril de 2023..
PORTARIAS IPEA DE 8 DE MARÇO DE 2023Nº 89;;;Nº 89 - Dispensar o servidor RAFAEL TAVARES SCHLEICHER, Matrícula SIAPE nº XX687XX, da Função Comissionada de Coordenador de Estudos em Cooperação Internacional - COINT, código FCE 1.10, da Coordenação-Geral de Estudos Internacionais - CGINT, da Diretoria de Estudos Internacionais - DINTE do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 8 DE MARÇO DE 2023Nº 90;;;Nº 90 - Designar o servidor RAFAEL TAVARES SCHLEICHER, Matrícula SIAPE nº XX687XX, para, excepcionalmente, em virtude de ausência do titular e do substituto, responder pelas atribuições da Função Comissionada de Coordenador do Centro Internacional de Políticas para o Desenvolvimento Inclusivo- CIPDI, código FCE 1.10, da Coordenação-Geral de Estudos Internacionais - CGINT, da Diretoria de Estudos Internacionais - DINTE do Instituto de Pesquisa Econômica Aplicada - IPEA, no período de 09 de março de 2023 a 08 de abril de 2023.
PORTARIA IPEA Nº 92, DE 8 DE MARÇO DE 2023Nº 92;;;Dispensar, a contar de 17 de fevereiro de 2023, o servidor DEMERSON ANDRE POLLI, Matrícula SIAPE nº XX152XX, da Função Comissionada de Coordenador-Geral de Ciência de Dados e Tecnologia da Informação - CGDTI, código FCE 1.14, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 91, DE 8 DE MARÇO DE 2023Nº 91;;;Dispensar, a contar de 06 de março de 2023, o servidor EDVALDO NOLETO PERNA FILHO, Matrícula SIAPE nº XX766XX, do encargo de substituto eventual do Coordenador-Geral de Planejamento e Articulação Institucional - CGPLA, código CCE 1.13, do Gabinete da Presidência do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 87, DE 8 DE MARÇO DE 2023Nº 87;;;Art. 1º Ceder o servidor PAULO AUGUSTO MEYER MATTOS NASCIMENTO, Matrícula SIAPE nº XX049XX, ocupante do cargo de Técnico de Planejamento e Pesquisa, pertencente ao Quadro de Pessoal da Fundação Instituto de Pesquisa Econômica Aplicada - IPEA, para Diretor de Política Regulatória, código CCE 1.15, da Diretoria de Política Regulatória da Secretaria de Regulação e Supervisão da Educação Superior do Ministério da Educação.
PORTARIA IPEA Nº 93, DE 10 DE MARÇO DE 2023Nº 93;;;Art. 1º Disponibilizar a requisição do servidor GABRIEL COELHO SQUEFF, matrícula nº XX744XX, pertencente ao Quadro de Pessoal do Instituto de Pesquisa Econômica Aplicada - IPEA, para exercer a função comissionada de Assessor, código FCE 2.13, na Secretaria Especial de Análise Governamental da Casa Civil da Presidência da República.
PORTARIA IPEA Nº 61, DE 6 DE MARÇO DE 2023(*)Nº 61;;;Designar a servidora GRAZIELA FERRERO ZUCOLOTO, Matrícula SIAPE nº XX412XX, para o encargo de substituto eventual do Coordenador de Ciência, Tecnologia e Inovação - COCTI, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos do titular.
